PO_Number,PO_Date,By_Day,By_Month,By_Year,Vendor,Buyer_Department,Purchase_Description,PO_Amount  ,PO_Range
PO-200228,14/5/2025,14,May,2025,Vendor_8,Travel,Corporate travel package,"8,937.18",6k-20k
PO-200277,14/5/2025,14,May,2025,Vendor_4,Marketing,Digital advertising campaign,"28,250.96",21k-50k
PO-200253,15/5/2025,15,May,2025,Vendor_3,Travel,Business travel expenses,"22,448.10",21k-50k
PO-200151,16/5/2025,16,May,2025,Vendor_1,Marketing,Market research services,"217,793.72",>101k
PO-200261,16/5/2025,16,May,2025,Vendor_3,Travel,Business travel expenses,"38,744.15",21k-50k
PO-200064,18/5/2025,18,May,2025,Vendor_2,Marketing,Brand promotion services,"112,063.95",>101k
PO-200416,18/5/2025,18,May,2025,Vendor_3,Entertainment,Client entertainment event,"35,038.74",21k-50k
PO-200008,19/5/2025,19,May,2025,Vendor_8,Travel,Corporate travel package,"7,142.34",6k-20k
PO-200594,19/5/2025,19,May,2025,Vendor_10,Travel,Hotel accommodation,"7,877.69",6k-20k
PO-200685,19/5/2025,19,May,2025,Vendor_8,Travel,Business travel expenses,"6,452.46",6k-20k
PO-200991,19/5/2025,19,May,2025,Vendor_9,Travel,Corporate travel package,"10,361.18",6k-20k
PO-200124,20/5/2025,20,May,2025,Vendor_15,Entertainment,Team engagement event,"11,506.07",6k-20k
PO-200192,20/5/2025,20,May,2025,Vendor_10,Travel,Corporate travel package,"3,071.72",2k-5k
PO-200296,21/5/2025,21,May,2025,Vendor_3,Travel,Corporate travel package,"17,314.16",6k-20k
PO-200372,21/5/2025,21,May,2025,Vendor_5,Marketing,Digital advertising campaign,"34,903.44",21k-50k
PO-200938,21/5/2025,21,May,2025,Vendor_10,Travel,Hotel accommodation,"2,926.25",2k-5k
PO-200777,22/5/2025,22,May,2025,Vendor_2,Entertainment,Client entertainment event,"166,696.71",>101k
PO-200930,22/5/2025,22,May,2025,Vendor_8,Travel,Business travel expenses,"4,710.96",2k-5k
PO-200478,23/5/2025,23,May,2025,Vendor_8,Travel,Flight bookings,"5,909.06",6k-20k
PO-200134,25/5/2025,25,May,2025,Vendor_12,Entertainment,Corporate hospitality,"10,128.00",6k-20k
PO-200758,25/5/2025,25,May,2025,Vendor_7,Travel,Flight bookings,"6,764.83",6k-20k
PO-200883,29/5/2025,29,May,2025,Vendor_3,Entertainment,Client entertainment event,"28,677.41",21k-50k
PO-200105,30/5/2025,30,May,2025,Vendor_6,Marketing,Market research services,"8,586.94",6k-20k
PO-200202,30/5/2025,30,May,2025,Vendor_1,Travel,Hotel accommodation,"99,353.24",51k-100k
PO-200407,30/5/2025,30,May,2025,Vendor_5,Marketing,Market research services,"34,147.20",21k-50k
PO-200333,31/5/2025,31,May,2025,Vendor_1,Travel,Business travel expenses,"192,192.91",>101k
PO-200486,31/5/2025,31,May,2025,Vendor_5,Marketing,Market research services,"18,042.57",6k-20k
PO-200517,31/5/2025,31,May,2025,Vendor_9,Travel,Business travel expenses,"5,864.61",6k-20k
PO-200620,31/5/2025,31,May,2025,Vendor_6,Marketing,Digital advertising campaign,"6,286.31",6k-20k
PO-200199,1/6/2025,1,Jun,2025,Vendor_7,Travel,Hotel accommodation,"4,837.76",2k-5k
PO-200996,1/6/2025,1,Jun,2025,Vendor_3,Entertainment,Conference entertainment services,"16,889.34",6k-20k
PO-200638,3/6/2025,3,Jun,2025,Vendor_6,Marketing,Market research services,"4,020.16",2k-5k
PO-200746,3/6/2025,3,Jun,2025,Vendor_11,Entertainment,Team engagement event,"4,013.12",2k-5k
PO-200020,4/6/2025,4,Jun,2025,Vendor_3,Travel,Business travel expenses,"22,437.01",21k-50k
PO-200280,4/6/2025,4,Jun,2025,Vendor_2,Entertainment,Team engagement event,"141,993.22",>101k
PO-200274,6/6/2025,6,Jun,2025,Vendor_13,Entertainment,Team engagement event,"8,247.61",6k-20k
PO-200354,7/6/2025,7,Jun,2025,Vendor_11,Entertainment,Corporate hospitality,"9,566.36",6k-20k
PO-200414,9/6/2025,9,Jun,2025,Vendor_2,Entertainment,Team engagement event,"161,206.49",>101k
PO-200582,9/6/2025,9,Jun,2025,Vendor_5,Marketing,Social media marketing,"36,643.78",21k-50k
PO-200683,10/6/2025,10,Jun,2025,Vendor_4,Marketing,Market research services,"35,899.50",21k-50k
PO-200888,11/6/2025,11,Jun,2025,Vendor_13,Entertainment,Corporate hospitality,"6,057.51",6k-20k
PO-200251,12/6/2025,12,Jun,2025,Vendor_6,Marketing,Social media marketing,"9,375.01",6k-20k
PO-200751,12/6/2025,12,Jun,2025,Vendor_6,Marketing,Brand promotion services,"11,440.42",6k-20k
PO-200144,15/6/2025,15,Jun,2025,Vendor_14,Entertainment,Conference entertainment services,"7,538.54",6k-20k
PO-200642,16/6/2025,16,Jun,2025,Vendor_15,Entertainment,Client entertainment event,"11,841.10",6k-20k
PO-200182,17/6/2025,17,Jun,2025,Vendor_11,Entertainment,Corporate hospitality,"4,785.90",2k-5k
PO-200799,19/6/2025,19,Jun,2025,Vendor_10,Travel,Flight bookings,"3,828.07",2k-5k
PO-200886,20/6/2025,20,Jun,2025,Vendor_8,Travel,Hotel accommodation,"5,252.95",6k-20k
PO-200439,21/6/2025,21,Jun,2025,Vendor_9,Travel,Hotel accommodation,"4,441.47",2k-5k
PO-200369,22/6/2025,22,Jun,2025,Vendor_1,Travel,Corporate travel package,"164,721.79",>101k
PO-200150,23/6/2025,23,Jun,2025,Vendor_6,Marketing,Brand promotion services,"4,293.95",2k-5k
PO-200339,24/6/2025,24,Jun,2025,Vendor_1,Marketing,Market research services,"102,496.01",>101k
PO-200816,24/6/2025,24,Jun,2025,Vendor_7,Travel,Hotel accommodation,"4,666.75",2k-5k
PO-200173,25/6/2025,25,Jun,2025,Vendor_7,Travel,Flight bookings,"9,836.53",6k-20k
PO-200733,25/6/2025,25,Jun,2025,Vendor_1,Marketing,Digital advertising campaign,"133,363.68",>101k
PO-200204,26/6/2025,26,Jun,2025,Vendor_1,Marketing,Social media marketing,"68,261.68",51k-100k
PO-200070,30/6/2025,30,Jun,2025,Vendor_2,Marketing,Market research services,"104,923.58",>101k
PO-200153,30/6/2025,30,Jun,2025,Vendor_9,Travel,Flight bookings,"3,331.85",2k-5k
PO-200218,30/6/2025,30,Jun,2025,Vendor_15,Entertainment,Corporate hospitality,"3,812.33",2k-5k
PO-200117,1/7/2025,1,Jul,2025,Vendor_7,Travel,Business travel expenses,"11,905.05",6k-20k
PO-200403,2/7/2025,2,Jul,2025,Vendor_7,Travel,Hotel accommodation,"8,532.63",6k-20k
PO-200768,2/7/2025,2,Jul,2025,Vendor_1,Travel,Flight bookings,"161,265.01",>101k
PO-200215,3/7/2025,3,Jul,2025,Vendor_3,Travel,Flight bookings,"49,210.25",21k-50k
PO-200238,3/7/2025,3,Jul,2025,Vendor_8,Travel,Corporate travel package,"3,815.98",2k-5k
PO-200699,4/7/2025,4,Jul,2025,Vendor_4,Marketing,Social media marketing,"40,865.08",21k-50k
PO-200415,6/7/2025,6,Jul,2025,Vendor_15,Entertainment,Team engagement event,"6,130.31",6k-20k
PO-200926,6/7/2025,6,Jul,2025,Vendor_1,Marketing,Social media marketing,"212,227.72",>101k
PO-200482,7/7/2025,7,Jul,2025,Vendor_2,Travel,Corporate travel package,"175,894.21",>101k
PO-200536,7/7/2025,7,Jul,2025,Vendor_5,Marketing,Brand promotion services,"32,657.72",21k-50k
PO-200349,10/7/2025,10,Jul,2025,Vendor_13,Entertainment,Client entertainment event,"5,340.09",6k-20k
PO-200351,10/7/2025,10,Jul,2025,Vendor_10,Travel,Business travel expenses,"10,816.37",6k-20k
PO-200634,12/7/2025,12,Jul,2025,Vendor_7,Travel,Flight bookings,"5,123.49",6k-20k
PO-200836,12/7/2025,12,Jul,2025,Vendor_4,Marketing,Brand promotion services,"36,149.47",21k-50k
PO-200915,12/7/2025,12,Jul,2025,Vendor_9,Travel,Flight bookings,"2,721.11",2k-5k
PO-200538,13/7/2025,13,Jul,2025,Vendor_4,Marketing,Digital advertising campaign,"51,399.76",51k-100k
PO-200892,13/7/2025,13,Jul,2025,Vendor_8,Travel,Hotel accommodation,"4,653.26",2k-5k
PO-200929,13/7/2025,13,Jul,2025,Vendor_3,Entertainment,Client entertainment event,"46,798.34",21k-50k
PO-200932,13/7/2025,13,Jul,2025,Vendor_8,Travel,Business travel expenses,"9,365.35",6k-20k
PO-200504,14/7/2025,14,Jul,2025,Vendor_12,Entertainment,Corporate hospitality,"7,011.53",6k-20k
PO-200550,14/7/2025,14,Jul,2025,Vendor_8,Travel,Hotel accommodation,"8,673.50",6k-20k
PO-200624,14/7/2025,14,Jul,2025,Vendor_6,Marketing,Market research services,"9,939.90",6k-20k
PO-200678,15/7/2025,15,Jul,2025,Vendor_1,Marketing,Social media marketing,"219,270.00",>101k
PO-200546,16/7/2025,16,Jul,2025,Vendor_10,Travel,Business travel expenses,"9,838.43",6k-20k
PO-200596,16/7/2025,16,Jul,2025,Vendor_1,Travel,Hotel accommodation,"103,691.33",>101k
PO-200732,16/7/2025,16,Jul,2025,Vendor_2,Travel,Corporate travel package,"126,264.04",>101k
PO-200835,17/7/2025,17,Jul,2025,Vendor_8,Travel,Flight bookings,"5,451.92",6k-20k
PO-200126,18/7/2025,18,Jul,2025,Vendor_4,Marketing,Social media marketing,"24,572.76",21k-50k
PO-200838,19/7/2025,19,Jul,2025,Vendor_6,Marketing,Digital advertising campaign,"6,476.73",6k-20k
PO-200724,21/7/2025,21,Jul,2025,Vendor_2,Marketing,Social media marketing,"82,815.06",51k-100k
PO-200795,21/7/2025,21,Jul,2025,Vendor_5,Marketing,Digital advertising campaign,"31,979.11",21k-50k
PO-200919,22/7/2025,22,Jul,2025,Vendor_4,Marketing,Social media marketing,"34,440.85",21k-50k
PO-200086,23/7/2025,23,Jul,2025,Vendor_2,Entertainment,Client entertainment event,"194,229.36",>101k
PO-200953,23/7/2025,23,Jul,2025,Vendor_1,Marketing,Digital advertising campaign,"125,814.31",>101k
PO-200348,24/7/2025,24,Jul,2025,Vendor_11,Entertainment,Conference entertainment services,"4,452.86",2k-5k
PO-200623,24/7/2025,24,Jul,2025,Vendor_3,Travel,Corporate travel package,"20,037.12",21k-50k
PO-200831,24/7/2025,24,Jul,2025,Vendor_7,Travel,Hotel accommodation,"5,656.81",6k-20k
PO-200056,25/7/2025,25,Jul,2025,Vendor_9,Travel,Hotel accommodation,"11,821.68",6k-20k
PO-200617,26/7/2025,26,Jul,2025,Vendor_9,Travel,Flight bookings,"7,233.91",6k-20k
PO-200207,27/7/2025,27,Jul,2025,Vendor_15,Entertainment,Corporate hospitality,"3,708.88",2k-5k
PO-200249,28/7/2025,28,Jul,2025,Vendor_11,Entertainment,Corporate hospitality,"5,334.99",6k-20k
PO-200443,28/7/2025,28,Jul,2025,Vendor_1,Travel,Hotel accommodation,"219,906.20",>101k
PO-200423,29/7/2025,29,Jul,2025,Vendor_3,Travel,Corporate travel package,"46,804.97",21k-50k
PO-200033,31/7/2025,31,Jul,2025,Vendor_8,Travel,Business travel expenses,"3,612.21",2k-5k
PO-200169,31/7/2025,31,Jul,2025,Vendor_2,Travel,Business travel expenses,"180,821.96",>101k
PO-200507,31/7/2025,31,Jul,2025,Vendor_3,Travel,Business travel expenses,"33,134.11",21k-50k
PO-200227,1/8/2025,1,Aug,2025,Vendor_3,Travel,Business travel expenses,"34,418.77",21k-50k
PO-200513,2/8/2025,2,Aug,2025,Vendor_1,Travel,Corporate travel package,"81,626.61",51k-100k
PO-200216,3/8/2025,3,Aug,2025,Vendor_5,Marketing,Brand promotion services,"19,801.47",6k-20k
PO-200597,3/8/2025,3,Aug,2025,Vendor_14,Entertainment,Corporate hospitality,"10,527.28",6k-20k
PO-200606,4/8/2025,4,Aug,2025,Vendor_10,Travel,Hotel accommodation,"10,447.89",6k-20k
PO-200898,4/8/2025,4,Aug,2025,Vendor_11,Entertainment,Client entertainment event,"3,421.70",2k-5k
PO-200382,6/8/2025,6,Aug,2025,Vendor_8,Travel,Flight bookings,"7,902.64",6k-20k
PO-200813,8/8/2025,8,Aug,2025,Vendor_7,Travel,Corporate travel package,"2,998.67",2k-5k
PO-200650,10/8/2025,10,Aug,2025,Vendor_4,Marketing,Brand promotion services,"51,866.48",51k-100k
PO-200390,11/8/2025,11,Aug,2025,Vendor_7,Travel,Flight bookings,"5,506.27",6k-20k
PO-200463,11/8/2025,11,Aug,2025,Vendor_1,Travel,Hotel accommodation,"123,984.83",>101k
PO-200376,13/8/2025,13,Aug,2025,Vendor_2,Marketing,Digital advertising campaign,"184,255.50",>101k
PO-200906,14/8/2025,14,Aug,2025,Vendor_2,Entertainment,Team engagement event,"212,394.74",>101k
PO-200344,15/8/2025,15,Aug,2025,Vendor_15,Entertainment,Conference entertainment services,"8,832.59",6k-20k
PO-200214,18/8/2025,18,Aug,2025,Vendor_15,Entertainment,Client entertainment event,"8,845.72",6k-20k
PO-200602,18/8/2025,18,Aug,2025,Vendor_8,Travel,Corporate travel package,"5,988.36",6k-20k
PO-200607,18/8/2025,18,Aug,2025,Vendor_1,Marketing,Market research services,"65,378.18",51k-100k
PO-200574,20/8/2025,20,Aug,2025,Vendor_4,Marketing,Digital advertising campaign,"39,241.31",21k-50k
PO-200613,21/8/2025,21,Aug,2025,Vendor_15,Entertainment,Corporate hospitality,"3,449.65",2k-5k
PO-200695,24/8/2025,24,Aug,2025,Vendor_12,Entertainment,Conference entertainment services,"3,080.26",2k-5k
PO-200703,24/8/2025,24,Aug,2025,Vendor_8,Travel,Corporate travel package,"4,967.28",2k-5k
PO-200949,25/8/2025,25,Aug,2025,Vendor_5,Marketing,Brand promotion services,"48,429.67",21k-50k
PO-200370,26/8/2025,26,Aug,2025,Vendor_13,Entertainment,Corporate hospitality,"3,510.58",2k-5k
PO-200112,27/8/2025,27,Aug,2025,Vendor_9,Travel,Flight bookings,"8,557.23",6k-20k
PO-200421,27/8/2025,27,Aug,2025,Vendor_13,Entertainment,Corporate hospitality,"3,697.58",2k-5k
PO-200861,27/8/2025,27,Aug,2025,Vendor_14,Entertainment,Client entertainment event,"2,449.11",2k-5k
PO-200203,29/8/2025,29,Aug,2025,Vendor_12,Entertainment,Corporate hospitality,"4,850.95",2k-5k
PO-200384,29/8/2025,29,Aug,2025,Vendor_9,Travel,Hotel accommodation,"6,799.39",6k-20k
PO-200565,29/8/2025,29,Aug,2025,Vendor_2,Travel,Corporate travel package,"190,845.65",>101k
PO-200048,1/9/2025,1,Sep,2025,Vendor_10,Travel,Corporate travel package,"6,703.01",6k-20k
PO-200122,3/9/2025,3,Sep,2025,Vendor_4,Marketing,Social media marketing,"19,499.32",6k-20k
PO-200639,4/9/2025,4,Sep,2025,Vendor_13,Entertainment,Conference entertainment services,"10,203.78",6k-20k
PO-200858,4/9/2025,4,Sep,2025,Vendor_7,Travel,Corporate travel package,"2,953.99",2k-5k
PO-200446,5/9/2025,5,Sep,2025,Vendor_9,Travel,Hotel accommodation,"5,270.33",6k-20k
PO-200815,5/9/2025,5,Sep,2025,Vendor_5,Marketing,Digital advertising campaign,"48,129.02",21k-50k
PO-200312,6/9/2025,6,Sep,2025,Vendor_12,Entertainment,Corporate hospitality,"7,224.35",6k-20k
PO-200522,6/9/2025,6,Sep,2025,Vendor_9,Travel,Flight bookings,"7,094.22",6k-20k
PO-200226,7/9/2025,7,Sep,2025,Vendor_4,Marketing,Social media marketing,"32,275.10",21k-50k
PO-200826,7/9/2025,7,Sep,2025,Vendor_3,Travel,Hotel accommodation,"21,854.75",21k-50k
PO-200595,10/9/2025,10,Sep,2025,Vendor_7,Travel,Hotel accommodation,"5,345.11",6k-20k
PO-200426,11/9/2025,11,Sep,2025,Vendor_11,Entertainment,Conference entertainment services,"10,642.16",6k-20k
PO-200701,11/9/2025,11,Sep,2025,Vendor_14,Entertainment,Client entertainment event,"5,945.76",6k-20k
PO-200974,11/9/2025,11,Sep,2025,Vendor_2,Marketing,Brand promotion services,"145,102.25",>101k
PO-200240,14/9/2025,14,Sep,2025,Vendor_2,Marketing,Market research services,"140,942.19",>101k
PO-200578,14/9/2025,14,Sep,2025,Vendor_13,Entertainment,Client entertainment event,"3,247.14",2k-5k
PO-200534,15/9/2025,15,Sep,2025,Vendor_6,Marketing,Market research services,"10,646.60",6k-20k
PO-200187,16/9/2025,16,Sep,2025,Vendor_1,Travel,Corporate travel package,"188,992.20",>101k
PO-200729,16/9/2025,16,Sep,2025,Vendor_2,Entertainment,Client entertainment event,"76,841.47",51k-100k
PO-200557,17/9/2025,17,Sep,2025,Vendor_5,Marketing,Market research services,"32,489.38",21k-50k
PO-200060,19/9/2025,19,Sep,2025,Vendor_13,Entertainment,Conference entertainment services,"10,877.70",6k-20k
PO-200533,20/9/2025,20,Sep,2025,Vendor_6,Marketing,Market research services,"4,660.19",2k-5k
PO-200660,20/9/2025,20,Sep,2025,Vendor_3,Travel,Flight bookings,"16,493.52",6k-20k
PO-200712,20/9/2025,20,Sep,2025,Vendor_2,Travel,Corporate travel package,"162,060.33",>101k
PO-200862,20/9/2025,20,Sep,2025,Vendor_6,Marketing,Social media marketing,"5,924.58",6k-20k
PO-200992,21/9/2025,21,Sep,2025,Vendor_13,Entertainment,Client entertainment event,"6,850.95",6k-20k
PO-200193,22/9/2025,22,Sep,2025,Vendor_4,Marketing,Social media marketing,"25,911.17",21k-50k
PO-200425,23/9/2025,23,Sep,2025,Vendor_9,Travel,Flight bookings,"9,817.90",6k-20k
PO-200676,23/9/2025,23,Sep,2025,Vendor_13,Entertainment,Client entertainment event,"7,932.22",6k-20k
PO-200778,23/9/2025,23,Sep,2025,Vendor_12,Entertainment,Team engagement event,"10,034.83",6k-20k
PO-200128,25/9/2025,25,Sep,2025,Vendor_6,Marketing,Social media marketing,"11,959.31",6k-20k
PO-200289,25/9/2025,25,Sep,2025,Vendor_12,Entertainment,Client entertainment event,"5,831.39",6k-20k
PO-200976,25/9/2025,25,Sep,2025,Vendor_1,Marketing,Market research services,"202,536.89",>101k
PO-200232,26/9/2025,26,Sep,2025,Vendor_1,Travel,Hotel accommodation,"181,993.39",>101k
PO-200393,26/9/2025,26,Sep,2025,Vendor_2,Marketing,Market research services,"161,828.84",>101k
PO-200924,27/9/2025,27,Sep,2025,Vendor_7,Travel,Business travel expenses,"4,685.34",2k-5k
PO-200480,28/9/2025,28,Sep,2025,Vendor_9,Travel,Business travel expenses,"6,427.17",6k-20k
PO-200095,29/9/2025,29,Sep,2025,Vendor_14,Entertainment,Team engagement event,"4,502.43",2k-5k
PO-200822,29/9/2025,29,Sep,2025,Vendor_10,Travel,Business travel expenses,"5,480.96",6k-20k
PO-200078,30/9/2025,30,Sep,2025,Vendor_2,Travel,Hotel accommodation,"117,383.49",>101k
PO-200188,30/9/2025,30,Sep,2025,Vendor_8,Travel,Corporate travel package,"4,093.49",2k-5k
PO-200609,30/9/2025,30,Sep,2025,Vendor_4,Marketing,Social media marketing,"30,630.45",21k-50k
PO-200065,1/10/2025,1,Oct,2025,Vendor_9,Travel,Business travel expenses,"9,209.40",6k-20k
PO-200427,3/10/2025,3,Oct,2025,Vendor_7,Travel,Corporate travel package,"4,697.50",2k-5k
PO-200412,4/10/2025,4,Oct,2025,Vendor_8,Travel,Hotel accommodation,"5,591.51",6k-20k
PO-200262,5/10/2025,5,Oct,2025,Vendor_5,Marketing,Brand promotion services,"37,365.54",21k-50k
PO-200939,5/10/2025,5,Oct,2025,Vendor_1,Marketing,Market research services,"197,811.14",>101k
PO-200646,6/10/2025,6,Oct,2025,Vendor_12,Entertainment,Corporate hospitality,"2,794.07",2k-5k
PO-200829,6/10/2025,6,Oct,2025,Vendor_8,Travel,Corporate travel package,"11,427.24",6k-20k
PO-200960,6/10/2025,6,Oct,2025,Vendor_3,Entertainment,Client entertainment event,"22,220.82",21k-50k
PO-200034,7/10/2025,7,Oct,2025,Vendor_8,Travel,Hotel accommodation,"8,334.04",6k-20k
PO-200206,7/10/2025,7,Oct,2025,Vendor_5,Marketing,Market research services,"56,282.80",51k-100k
PO-200562,8/10/2025,8,Oct,2025,Vendor_15,Entertainment,Corporate hospitality,"9,284.91",6k-20k
PO-200767,8/10/2025,8,Oct,2025,Vendor_15,Entertainment,Conference entertainment services,"4,946.19",2k-5k
PO-200484,9/10/2025,9,Oct,2025,Vendor_9,Travel,Corporate travel package,"3,918.67",2k-5k
PO-200494,9/10/2025,9,Oct,2025,Vendor_10,Travel,Flight bookings,"5,008.53",6k-20k
PO-200952,10/10/2025,10,Oct,2025,Vendor_3,Entertainment,Client entertainment event,"55,290.57",51k-100k
PO-200213,11/10/2025,11,Oct,2025,Vendor_1,Travel,Corporate travel package,"81,506.35",51k-100k
PO-200792,12/10/2025,12,Oct,2025,Vendor_14,Entertainment,Conference entertainment services,"5,162.70",6k-20k
PO-200891,12/10/2025,12,Oct,2025,Vendor_1,Travel,Business travel expenses,"142,815.41",>101k
PO-200801,13/10/2025,13,Oct,2025,Vendor_3,Travel,Corporate travel package,"50,182.07",51k-100k
PO-200131,14/10/2025,14,Oct,2025,Vendor_13,Entertainment,Corporate hospitality,"2,841.07",2k-5k
PO-200499,15/10/2025,15,Oct,2025,Vendor_2,Entertainment,Conference entertainment services,"173,399.15",>101k
PO-200306,16/10/2025,16,Oct,2025,Vendor_15,Entertainment,Corporate hospitality,"6,894.25",6k-20k
PO-200098,17/10/2025,17,Oct,2025,Vendor_10,Travel,Business travel expenses,"4,477.31",2k-5k
PO-200129,19/10/2025,19,Oct,2025,Vendor_5,Marketing,Social media marketing,"39,566.21",21k-50k
PO-200091,20/10/2025,20,Oct,2025,Vendor_2,Entertainment,Conference entertainment services,"174,335.22",>101k
