PO_Number,PO_Date,By_Day,By_Month,By_Year,Vendor,Buyer_Department,Purchase_Description,PO_Amount  ,PO_Range
PO-200665,20/10/2025,20,Oct,2025,Vendor_12,Entertainment,Conference entertainment services,"3,288.49",2k-5k
PO-200747,20/10/2025,20,Oct,2025,Vendor_1,Marketing,Digital advertising campaign,"146,883.93",>101k
PO-200993,20/10/2025,20,Oct,2025,Vendor_11,Entertainment,Corporate hospitality,"7,105.62",6k-20k
PO-200247,22/10/2025,22,Oct,2025,Vendor_13,Entertainment,Team engagement event,"4,273.96",2k-5k
PO-200304,22/10/2025,22,Oct,2025,Vendor_15,Entertainment,Team engagement event,"9,322.25",6k-20k
PO-200561,22/10/2025,22,Oct,2025,Vendor_14,Entertainment,Corporate hospitality,"8,360.71",6k-20k
PO-200869,22/10/2025,22,Oct,2025,Vendor_5,Marketing,Market research services,"34,647.64",21k-50k
PO-200254,23/10/2025,23,Oct,2025,Vendor_14,Entertainment,Client entertainment event,"9,804.96",6k-20k
PO-200476,23/10/2025,23,Oct,2025,Vendor_12,Entertainment,Team engagement event,"7,353.58",6k-20k
PO-200654,23/10/2025,23,Oct,2025,Vendor_8,Travel,Business travel expenses,"8,209.29",6k-20k
PO-200118,24/10/2025,24,Oct,2025,Vendor_4,Marketing,Social media marketing,"41,124.48",21k-50k
PO-200002,25/10/2025,25,Oct,2025,Vendor_1,Travel,Flight bookings,"156,178.40",>101k
PO-200107,25/10/2025,25,Oct,2025,Vendor_13,Entertainment,Conference entertainment services,"11,402.30",6k-20k
PO-200085,26/10/2025,26,Oct,2025,Vendor_1,Marketing,Social media marketing,"65,750.76",51k-100k
PO-200225,26/10/2025,26,Oct,2025,Vendor_7,Travel,Business travel expenses,"7,027.20",6k-20k
PO-200454,26/10/2025,26,Oct,2025,Vendor_6,Marketing,Digital advertising campaign,"10,137.66",6k-20k
PO-200611,27/10/2025,27,Oct,2025,Vendor_7,Travel,Business travel expenses,"5,934.48",6k-20k
PO-200350,28/10/2025,28,Oct,2025,Vendor_9,Travel,Hotel accommodation,"3,058.34",2k-5k
PO-200860,28/10/2025,28,Oct,2025,Vendor_2,Marketing,Brand promotion services,"123,653.86",>101k
PO-200845,29/10/2025,29,Oct,2025,Vendor_15,Entertainment,Corporate hospitality,"10,537.85",6k-20k
PO-200990,29/10/2025,29,Oct,2025,Vendor_10,Travel,Corporate travel package,"2,099.79",2k-5k
PO-200436,30/10/2025,30,Oct,2025,Vendor_15,Entertainment,Client entertainment event,"9,308.29",6k-20k
PO-200725,30/10/2025,30,Oct,2025,Vendor_10,Travel,Business travel expenses,"3,544.60",2k-5k
PO-200780,31/10/2025,31,Oct,2025,Vendor_6,Marketing,Digital advertising campaign,"7,489.80",6k-20k
PO-200972,2/11/2025,2,Nov,2025,Vendor_3,Travel,Flight bookings,"33,499.21",21k-50k
PO-200388,3/11/2025,3,Nov,2025,Vendor_2,Entertainment,Corporate hospitality,"93,655.93",51k-100k
PO-200793,4/11/2025,4,Nov,2025,Vendor_12,Entertainment,Team engagement event,"4,703.93",2k-5k
PO-200977,4/11/2025,4,Nov,2025,Vendor_4,Marketing,Market research services,"41,196.47",21k-50k
PO-200652,5/11/2025,5,Nov,2025,Vendor_12,Entertainment,Corporate hospitality,"9,190.77",6k-20k
PO-200149,6/11/2025,6,Nov,2025,Vendor_8,Travel,Corporate travel package,"3,696.80",2k-5k
PO-200292,6/11/2025,6,Nov,2025,Vendor_5,Marketing,Market research services,"34,673.70",21k-50k
PO-200978,9/11/2025,9,Nov,2025,Vendor_7,Travel,Corporate travel package,"5,110.02",6k-20k
PO-200882,10/11/2025,10,Nov,2025,Vendor_7,Travel,Flight bookings,"9,231.28",6k-20k
PO-200063,11/11/2025,11,Nov,2025,Vendor_6,Marketing,Social media marketing,"8,519.61",6k-20k
PO-200921,11/11/2025,11,Nov,2025,Vendor_15,Entertainment,Client entertainment event,"11,789.58",6k-20k
PO-200471,12/11/2025,12,Nov,2025,Vendor_8,Travel,Hotel accommodation,"5,607.73",6k-20k
PO-200288,15/11/2025,15,Nov,2025,Vendor_3,Travel,Flight bookings,"37,242.32",21k-50k
PO-200588,15/11/2025,15,Nov,2025,Vendor_11,Entertainment,Conference entertainment services,"7,202.97",6k-20k
PO-200748,15/11/2025,15,Nov,2025,Vendor_2,Travel,Flight bookings,"155,859.29",>101k
PO-200773,15/11/2025,15,Nov,2025,Vendor_7,Travel,Hotel accommodation,"10,082.35",6k-20k
PO-200601,16/11/2025,16,Nov,2025,Vendor_10,Travel,Hotel accommodation,"2,572.80",2k-5k
PO-200948,16/11/2025,16,Nov,2025,Vendor_6,Marketing,Social media marketing,"7,442.54",6k-20k
PO-200007,17/11/2025,17,Nov,2025,Vendor_15,Entertainment,Team engagement event,"6,560.70",6k-20k
PO-200424,17/11/2025,17,Nov,2025,Vendor_4,Marketing,Market research services,"16,650.21",6k-20k
PO-200818,17/11/2025,17,Nov,2025,Vendor_10,Travel,Business travel expenses,"9,739.91",6k-20k
PO-200728,18/11/2025,18,Nov,2025,Vendor_1,Travel,Flight bookings,"144,973.66",>101k
PO-200693,19/11/2025,19,Nov,2025,Vendor_6,Marketing,Market research services,"4,806.83",2k-5k
PO-200524,20/11/2025,20,Nov,2025,Vendor_8,Travel,Corporate travel package,"10,480.16",6k-20k
PO-200029,21/11/2025,21,Nov,2025,Vendor_5,Marketing,Brand promotion services,"34,770.14",21k-50k
PO-200108,21/11/2025,21,Nov,2025,Vendor_9,Travel,Business travel expenses,"8,432.88",6k-20k
PO-200127,23/11/2025,23,Nov,2025,Vendor_11,Entertainment,Client entertainment event,"3,134.65",2k-5k
PO-200819,23/11/2025,23,Nov,2025,Vendor_2,Entertainment,Conference entertainment services,"80,088.03",51k-100k
PO-200864,23/11/2025,23,Nov,2025,Vendor_8,Travel,Flight bookings,"4,510.01",2k-5k
PO-200916,24/11/2025,24,Nov,2025,Vendor_5,Marketing,Digital advertising campaign,"43,878.05",21k-50k
PO-200119,25/11/2025,25,Nov,2025,Vendor_14,Entertainment,Client entertainment event,"4,385.97",2k-5k
PO-200179,26/11/2025,26,Nov,2025,Vendor_9,Travel,Corporate travel package,"3,818.80",2k-5k
PO-200234,26/11/2025,26,Nov,2025,Vendor_5,Marketing,Digital advertising campaign,"20,736.99",21k-50k
PO-200567,26/11/2025,26,Nov,2025,Vendor_5,Marketing,Digital advertising campaign,"41,565.65",21k-50k
PO-200190,29/11/2025,29,Nov,2025,Vendor_6,Marketing,Digital advertising campaign,"2,623.41",2k-5k
PO-200356,30/11/2025,30,Nov,2025,Vendor_7,Travel,Corporate travel package,"4,598.04",2k-5k
PO-200881,30/11/2025,30,Nov,2025,Vendor_10,Travel,Flight bookings,"7,904.31",6k-20k
PO-200761,1/12/2025,1,Dec,2025,Vendor_6,Marketing,Digital advertising campaign,"11,715.33",6k-20k
PO-200903,1/12/2025,1,Dec,2025,Vendor_1,Travel,Flight bookings,"215,241.14",>101k
PO-200770,3/12/2025,3,Dec,2025,Vendor_10,Travel,Corporate travel package,"9,000.34",6k-20k
PO-200325,5/12/2025,5,Dec,2025,Vendor_10,Travel,Flight bookings,"2,420.93",2k-5k
PO-200361,5/12/2025,5,Dec,2025,Vendor_3,Travel,Corporate travel package,"18,030.78",6k-20k
PO-200876,7/12/2025,7,Dec,2025,Vendor_1,Marketing,Social media marketing,"141,107.27",>101k
PO-200485,8/12/2025,8,Dec,2025,Vendor_4,Marketing,Brand promotion services,"30,974.83",21k-50k
PO-200154,9/12/2025,9,Dec,2025,Vendor_12,Entertainment,Corporate hospitality,"6,166.39",6k-20k
PO-200305,10/12/2025,10,Dec,2025,Vendor_10,Travel,Flight bookings,"8,922.77",6k-20k
PO-200052,11/12/2025,11,Dec,2025,Vendor_10,Travel,Business travel expenses,"4,264.96",2k-5k
PO-200449,11/12/2025,11,Dec,2025,Vendor_1,Marketing,Digital advertising campaign,"118,633.85",>101k
PO-200487,12/12/2025,12,Dec,2025,Vendor_1,Travel,Flight bookings,"103,383.59",>101k
PO-200162,14/12/2025,14,Dec,2025,Vendor_7,Travel,Flight bookings,"9,261.21",6k-20k
PO-200278,14/12/2025,14,Dec,2025,Vendor_15,Entertainment,Conference entertainment services,"3,401.13",2k-5k
PO-200404,14/12/2025,14,Dec,2025,Vendor_15,Entertainment,Client entertainment event,"6,932.77",6k-20k
PO-200788,16/12/2025,16,Dec,2025,Vendor_2,Entertainment,Team engagement event,"68,693.13",51k-100k
PO-200863,18/12/2025,18,Dec,2025,Vendor_1,Marketing,Digital advertising campaign,"131,098.46",>101k
PO-200950,21/12/2025,21,Dec,2025,Vendor_7,Travel,Business travel expenses,"9,707.43",6k-20k
PO-200316,22/12/2025,22,Dec,2025,Vendor_7,Travel,Hotel accommodation,"5,187.53",6k-20k
PO-200258,23/12/2025,23,Dec,2025,Vendor_3,Entertainment,Team engagement event,"34,205.50",21k-50k
PO-200798,25/12/2025,25,Dec,2025,Vendor_9,Travel,Hotel accommodation,"3,391.16",2k-5k
PO-200381,26/12/2025,26,Dec,2025,Vendor_7,Travel,Corporate travel package,"6,915.95",6k-20k
PO-200971,26/12/2025,26,Dec,2025,Vendor_12,Entertainment,Team engagement event,"6,145.16",6k-20k
PO-200667,27/12/2025,27,Dec,2025,Vendor_5,Marketing,Brand promotion services,"56,313.44",51k-100k
PO-200808,28/12/2025,28,Dec,2025,Vendor_9,Travel,Flight bookings,"2,359.39",2k-5k
PO-200121,29/12/2025,29,Dec,2025,Vendor_13,Entertainment,Corporate hospitality,"6,965.61",6k-20k
PO-200797,29/12/2025,29,Dec,2025,Vendor_6,Marketing,Digital advertising campaign,"11,301.71",6k-20k
PO-200825,29/12/2025,29,Dec,2025,Vendor_7,Travel,Corporate travel package,"9,831.98",6k-20k
PO-200690,30/12/2025,30,Dec,2025,Vendor_3,Travel,Flight bookings,"36,262.20",21k-50k
PO-200756,31/12/2025,31,Dec,2025,Vendor_4,Marketing,Digital advertising campaign,"53,950.97",51k-100k
PO-200922,31/12/2025,31,Dec,2025,Vendor_10,Travel,Hotel accommodation,"7,821.83",6k-20k
PO-200401,2/1/2026,2,Jan,2026,Vendor_4,Marketing,Brand promotion services,"30,160.31",21k-50k
PO-200535,2/1/2026,2,Jan,2026,Vendor_10,Travel,Corporate travel package,"10,106.86",6k-20k
PO-200868,2/1/2026,2,Jan,2026,Vendor_2,Entertainment,Conference entertainment services,"105,196.60",>101k
PO-200276,3/1/2026,3,Jan,2026,Vendor_12,Entertainment,Client entertainment event,"6,094.12",6k-20k
PO-200379,3/1/2026,3,Jan,2026,Vendor_8,Travel,Hotel accommodation,"6,620.97",6k-20k
PO-200842,3/1/2026,3,Jan,2026,Vendor_7,Travel,Hotel accommodation,"6,328.16",6k-20k
PO-200076,4/1/2026,4,Jan,2026,Vendor_6,Marketing,Brand promotion services,"7,568.01",6k-20k
PO-200044,5/1/2026,5,Jan,2026,Vendor_15,Entertainment,Conference entertainment services,"2,514.79",2k-5k
PO-200737,5/1/2026,5,Jan,2026,Vendor_15,Entertainment,Conference entertainment services,"2,309.38",2k-5k
PO-200413,6/1/2026,6,Jan,2026,Vendor_8,Travel,Corporate travel package,"10,359.98",6k-20k
PO-200759,6/1/2026,6,Jan,2026,Vendor_1,Travel,Flight bookings,"130,263.97",>101k
PO-200943,6/1/2026,6,Jan,2026,Vendor_10,Travel,Business travel expenses,"2,295.04",2k-5k
PO-200366,7/1/2026,7,Jan,2026,Vendor_9,Travel,Hotel accommodation,"3,589.38",2k-5k
PO-200026,8/1/2026,8,Jan,2026,Vendor_8,Travel,Hotel accommodation,"10,872.13",6k-20k
PO-200380,9/1/2026,9,Jan,2026,Vendor_2,Marketing,Brand promotion services,"169,690.45",>101k
PO-200528,11/1/2026,11,Jan,2026,Vendor_5,Marketing,Social media marketing,"33,836.13",21k-50k
PO-200483,13/1/2026,13,Jan,2026,Vendor_13,Entertainment,Client entertainment event,"2,794.19",2k-5k
PO-200038,14/1/2026,14,Jan,2026,Vendor_9,Travel,Flight bookings,"10,180.15",6k-20k
PO-200005,17/1/2026,17,Jan,2026,Vendor_8,Travel,Hotel accommodation,"7,247.56",6k-20k
PO-200321,17/1/2026,17,Jan,2026,Vendor_6,Marketing,Digital advertising campaign,"7,807.57",6k-20k
PO-200752,17/1/2026,17,Jan,2026,Vendor_14,Entertainment,Corporate hospitality,"11,809.87",6k-20k
PO-200031,18/1/2026,18,Jan,2026,Vendor_9,Travel,Flight bookings,"4,492.92",2k-5k
PO-200222,18/1/2026,18,Jan,2026,Vendor_8,Travel,Hotel accommodation,"5,588.30",6k-20k
PO-200191,19/1/2026,19,Jan,2026,Vendor_3,Travel,Business travel expenses,"55,284.31",51k-100k
PO-200295,20/1/2026,20,Jan,2026,Vendor_10,Travel,Flight bookings,"4,699.11",2k-5k
PO-200757,20/1/2026,20,Jan,2026,Vendor_5,Marketing,Social media marketing,"42,095.26",21k-50k
PO-200844,21/1/2026,21,Jan,2026,Vendor_13,Entertainment,Conference entertainment services,"10,436.50",6k-20k
PO-200889,22/1/2026,22,Jan,2026,Vendor_10,Travel,Flight bookings,"7,424.71",6k-20k
PO-200111,23/1/2026,23,Jan,2026,Vendor_2,Entertainment,Corporate hospitality,"66,234.10",51k-100k
PO-200854,23/1/2026,23,Jan,2026,Vendor_9,Travel,Business travel expenses,"11,601.68",6k-20k
PO-200411,24/1/2026,24,Jan,2026,Vendor_13,Entertainment,Corporate hospitality,"8,550.09",6k-20k
PO-200708,24/1/2026,24,Jan,2026,Vendor_2,Marketing,Digital advertising campaign,"124,678.36",>101k
PO-200318,28/1/2026,28,Jan,2026,Vendor_1,Travel,Hotel accommodation,"63,403.11",51k-100k
PO-200658,28/1/2026,28,Jan,2026,Vendor_12,Entertainment,Conference entertainment services,"11,917.43",6k-20k
PO-200745,30/1/2026,30,Jan,2026,Vendor_10,Travel,Hotel accommodation,"8,234.06",6k-20k
PO-200755,30/1/2026,30,Jan,2026,Vendor_5,Marketing,Social media marketing,"38,007.40",21k-50k
PO-200753,31/1/2026,31,Jan,2026,Vendor_10,Travel,Hotel accommodation,"7,887.32",6k-20k
PO-200363,1/2/2026,1,Feb,2026,Vendor_15,Entertainment,Client entertainment event,"6,459.58",6k-20k
PO-200590,1/2/2026,1,Feb,2026,Vendor_4,Marketing,Digital advertising campaign,"41,920.14",21k-50k
PO-200170,2/2/2026,2,Feb,2026,Vendor_11,Entertainment,Team engagement event,"3,363.71",2k-5k
PO-200988,3/2/2026,3,Feb,2026,Vendor_1,Marketing,Social media marketing,"71,047.35",51k-100k
PO-200508,6/2/2026,6,Feb,2026,Vendor_2,Travel,Hotel accommodation,"213,171.66",>101k
PO-200257,7/2/2026,7,Feb,2026,Vendor_7,Travel,Corporate travel package,"7,021.95",6k-20k
PO-200865,7/2/2026,7,Feb,2026,Vendor_4,Marketing,Market research services,"53,127.23",51k-100k
PO-200553,8/2/2026,8,Feb,2026,Vendor_11,Entertainment,Conference entertainment services,"6,743.36",6k-20k
PO-200564,8/2/2026,8,Feb,2026,Vendor_3,Entertainment,Client entertainment event,"47,757.62",21k-50k
PO-200161,9/2/2026,9,Feb,2026,Vendor_11,Entertainment,Team engagement event,"9,499.11",6k-20k
PO-200330,10/2/2026,10,Feb,2026,Vendor_8,Travel,Flight bookings,"9,433.53",6k-20k
PO-200089,12/2/2026,12,Feb,2026,Vendor_3,Entertainment,Client entertainment event,"35,576.93",21k-50k
PO-200467,13/2/2026,13,Feb,2026,Vendor_3,Entertainment,Conference entertainment services,"36,759.55",21k-50k
PO-200540,14/2/2026,14,Feb,2026,Vendor_6,Marketing,Social media marketing,"6,954.52",6k-20k
PO-200675,14/2/2026,14,Feb,2026,Vendor_10,Travel,Corporate travel package,"2,644.91",2k-5k
PO-200010,15/2/2026,15,Feb,2026,Vendor_1,Marketing,Market research services,"150,126.11",>101k
PO-200010a,15/2/2026,15,Feb,2026,Vendor_1i,Marketing,Flight bookings,"7,000.00",6k-20k
PO-200010o,15/2/2026,15,Feb,2026,Vendor_1i,Marketing,Client entertainment event,99.99,<1k
PO-200452,15/2/2026,15,Feb,2026,Vendor_1,Marketing,Market research services,"166,914.05",>101k
PO-200697,15/2/2026,15,Feb,2026,Vendor_5,Marketing,Brand promotion services,"56,928.92",51k-100k
PO-200552,16/2/2026,16,Feb,2026,Vendor_7,Travel,Hotel accommodation,"10,958.15",6k-20k
PO-200923,16/2/2026,16,Feb,2026,Vendor_7,Travel,Business travel expenses,"4,642.76",2k-5k
PO-200244,17/2/2026,17,Feb,2026,Vendor_10,Travel,Corporate travel package,"10,404.40",6k-20k
PO-200560,18/2/2026,18,Feb,2026,Vendor_11,Entertainment,Team engagement event,"10,792.69",6k-20k
PO-200444,19/2/2026,19,Feb,2026,Vendor_15,Entertainment,Client entertainment event,"11,933.37",6k-20k
PO-200627,20/2/2026,20,Feb,2026,Vendor_2,Travel,Hotel accommodation,"85,859.17",51k-100k
PO-200459,21/2/2026,21,Feb,2026,Vendor_14,Entertainment,Conference entertainment services,"11,270.35",6k-20k
PO-200470,21/2/2026,21,Feb,2026,Vendor_13,Entertainment,Client entertainment event,"9,937.44",6k-20k
PO-200555,21/2/2026,21,Feb,2026,Vendor_8,Travel,Hotel accommodation,"3,280.96",2k-5k
PO-200655,21/2/2026,21,Feb,2026,Vendor_10,Travel,Corporate travel package,"6,712.87",6k-20k
PO-200374,24/2/2026,24,Feb,2026,Vendor_2,Marketing,Digital advertising campaign,"174,387.85",>101k
PO-200735,24/2/2026,24,Feb,2026,Vendor_4,Marketing,Social media marketing,"34,985.75",21k-50k
PO-200640,25/2/2026,25,Feb,2026,Vendor_5,Marketing,Brand promotion services,"58,549.01",51k-100k
PO-200781,25/2/2026,25,Feb,2026,Vendor_15,Entertainment,Client entertainment event,"4,146.28",2k-5k
PO-200698,27/2/2026,27,Feb,2026,Vendor_11,Entertainment,Client entertainment event,"8,170.67",6k-20k
PO-200097,28/2/2026,28,Feb,2026,Vendor_7,Travel,Corporate travel package,"7,543.54",6k-20k
PO-200093,1/3/2026,1,Mar,2026,Vendor_1,Marketing,Brand promotion services,"214,023.75",>101k
PO-200872,1/3/2026,1,Mar,2026,Vendor_13,Entertainment,Client entertainment event,"9,631.08",6k-20k
PO-200077,2/3/2026,2,Mar,2026,Vendor_12,Entertainment,Team engagement event,"7,700.61",6k-20k
PO-200600,2/3/2026,2,Mar,2026,Vendor_1,Marketing,Brand promotion services,"205,502.43",>101k
PO-200645,3/3/2026,3,Mar,2026,Vendor_9,Travel,Business travel expenses,"7,274.00",6k-20k
PO-200800,3/3/2026,3,Mar,2026,Vendor_10,Travel,Flight bookings,"8,761.08",6k-20k
PO-200308,4/3/2026,4,Mar,2026,Vendor_1,Travel,Business travel expenses,"219,896.56",>101k
PO-200158,5/3/2026,5,Mar,2026,Vendor_4,Marketing,Brand promotion services,"32,140.09",21k-50k
PO-200644,5/3/2026,5,Mar,2026,Vendor_15,Entertainment,Team engagement event,"3,622.33",2k-5k
PO-200174,7/3/2026,7,Mar,2026,Vendor_8,Travel,Business travel expenses,"8,976.42",6k-20k
PO-200709,7/3/2026,7,Mar,2026,Vendor_4,Marketing,Social media marketing,"33,570.39",21k-50k
PO-200035,8/3/2026,8,Mar,2026,Vendor_6,Marketing,Market research services,"3,865.70",2k-5k
PO-200120,8/3/2026,8,Mar,2026,Vendor_10,Travel,Flight bookings,"4,382.36",2k-5k
PO-200155,8/3/2026,8,Mar,2026,Vendor_8,Travel,Hotel accommodation,"2,827.48",2k-5k
PO-200171,8/3/2026,8,Mar,2026,Vendor_15,Entertainment,Corporate hospitality,"7,899.18",6k-20k
PO-200220,8/3/2026,8,Mar,2026,Vendor_2,Marketing,Digital advertising campaign,"92,260.37",51k-100k
PO-200263,10/3/2026,10,Mar,2026,Vendor_2,Marketing,Social media marketing,"211,378.47",>101k
PO-200368,10/3/2026,10,Mar,2026,Vendor_2,Travel,Flight bookings,"170,989.16",>101k
PO-200498,10/3/2026,10,Mar,2026,Vendor_8,Travel,Hotel accommodation,"9,879.02",6k-20k
PO-200156,11/3/2026,11,Mar,2026,Vendor_12,Entertainment,Client entertainment event,"3,648.34",2k-5k
PO-200385,11/3/2026,11,Mar,2026,Vendor_10,Travel,Business travel expenses,"8,949.82",6k-20k
PO-200962,13/3/2026,13,Mar,2026,Vendor_10,Travel,Business travel expenses,"8,851.34",6k-20k
PO-200894,14/3/2026,14,Mar,2026,Vendor_11,Entertainment,Team engagement event,"7,088.91",6k-20k
PO-200327,15/3/2026,15,Mar,2026,Vendor_5,Marketing,Market research services,"24,821.42",21k-50k
PO-200328,17/3/2026,17,Mar,2026,Vendor_11,Entertainment,Team engagement event,"7,885.54",6k-20k
PO-200398,19/3/2026,19,Mar,2026,Vendor_11,Entertainment,Team engagement event,"8,435.78",6k-20k
PO-200763,20/3/2026,20,Mar,2026,Vendor_9,Travel,Business travel expenses,"10,720.48",6k-20k
PO-200237,21/3/2026,21,Mar,2026,Vendor_8,Travel,Corporate travel package,"7,427.24",6k-20k
PO-200402,22/3/2026,22,Mar,2026,Vendor_11,Entertainment,Team engagement event,"2,436.62",2k-5k
PO-200184,23/3/2026,23,Mar,2026,Vendor_13,Entertainment,Client entertainment event,"7,034.17",6k-20k
PO-200434,23/3/2026,23,Mar,2026,Vendor_7,Travel,Business travel expenses,"2,299.74",2k-5k
PO-200591,23/3/2026,23,Mar,2026,Vendor_10,Travel,Flight bookings,"11,331.13",6k-20k
PO-200659,25/3/2026,25,Mar,2026,Vendor_3,Travel,Business travel expenses,"46,236.78",21k-50k
PO-200326,27/3/2026,27,Mar,2026,Vendor_13,Entertainment,Team engagement event,"6,277.73",6k-20k
PO-200727,27/3/2026,27,Mar,2026,Vendor_5,Marketing,Social media marketing,"33,433.30",21k-50k
PO-200794,29/3/2026,29,Mar,2026,Vendor_4,Marketing,Market research services,"55,823.99",51k-100k
PO-200090,30/3/2026,30,Mar,2026,Vendor_1,Travel,Hotel accommodation,"146,501.62",>101k
